ngram,log_odds,count_top,count_bot
limited offensive,2.4041011484882198,6,1
moving without,2.4041011484882198,6,1
forth,2.4041011484882198,6,1
superb,2.4041011484882198,6,1
9 9,2.4041011484882198,6,1
imposing,2.4041011484882198,6,1
fashion,2.4041011484882198,6,1
favorite,2.4041011484882198,6,1
pop situations,2.4041011484882198,6,1
garbage,2.4041011484882198,6,1
19 points,2.4041011484882198,6,1
athletic gifts,2.4041011484882198,6,1
fta g,2.4041011484882198,6,1
gym,2.4041011484882198,6,1
lineup,2.4041011484882198,6,1
69,2.3297428274290795,17,3
230,2.2846844050432633,11,2
pick n,2.2846844050432633,11,2
good timing,2.2423211528501525,16,3
skill level,2.2423211528501525,16,3
mobile,2.2423211528501525,16,3
operating,2.2423211528501525,16,3
64,2.1502643174665916,20,4
clip 06,2.149259980619977,15,3
119,2.147300069466217,10,2
topg,2.147300069466217,10,2
coachable,2.147300069466217,10,2
scout,2.147300069466217,10,2
play within,2.141534920609468,5,1
valued,2.141534920609468,5,1
145,2.141534920609468,5,1
surgery,2.141534920609468,5,1
five star,2.141534920609468,5,1
116,2.141534920609468,5,1
p desautelle,2.141534920609468,5,1
good athleticism,2.141534920609468,5,1
testament,2.141534920609468,5,1
directly,2.141534920609468,5,1
nc,2.141534920609468,5,1
questioned,2.141534920609468,5,1
minnesota,2.141534920609468,5,1
235,2.141534920609468,5,1
124,2.141534920609468,5,1
limiting turnovers,2.141534920609468,5,1
lightning,2.141534920609468,5,1
everyone,2.141534920609468,5,1
7 feet,2.141534920609468,5,1
athletic players,2.141534920609468,5,1
3 19,2.141534920609468,5,1
5 shooting,2.141534920609468,5,1
senior level,2.141534920609468,5,1
appealing,2.141534920609468,5,1
muscular,2.141534920609468,5,1
state championship,2.141534920609468,5,1
2 50,2.141534920609468,5,1
impossible,2.141534920609468,5,1
usa junior,2.141534920609468,5,1
151,2.141534920609468,5,1
speaks,2.141534920609468,5,1
baby hook,2.141534920609468,5,1
skinny frame,2.141534920609468,5,1
powerful dunks,2.141534920609468,5,1
dayton,2.141534920609468,5,1
152,2.141534920609468,5,1
97,2.141534920609468,5,1
college experience,2.141534920609468,5,1
unrefined,2.141534920609468,5,1
reasonable,2.141534920609468,5,1
tool,2.141534920609468,5,1
william p,2.141534920609468,5,1
great passer,2.141534920609468,5,1
gambling,2.141534920609468,5,1
westbrook,2.141534920609468,5,1
consistent effort,2.141534920609468,5,1
170,2.141534920609468,5,1
deny,2.141534920609468,5,1
great basketball,2.141534920609468,5,1
website,2.141534920609468,5,1
season due,2.141534920609468,5,1
killer instinct,2.141534920609468,5,1
smother,2.141534920609468,5,1
special,2.141534920609468,5,1
chased,2.141534920609468,5,1
deer,2.141534920609468,5,1
108,2.141534920609468,5,1
defenders pay,2.141534920609468,5,1
points 3,2.141534920609468,5,1
shows nice,2.141534920609468,5,1
highly effective,2.141534920609468,5,1
106,2.141534920609468,5,1
play much,2.141534920609468,5,1
hone,2.141534920609468,5,1
physically gifted,2.141534920609468,5,1
aran 8,2.141534920609468,5,1
mentioned,2.141534920609468,5,1
240 lbs,2.141534920609468,5,1
regular basis,2.141534920609468,5,1
practice,2.141534920609468,5,1
solid anticipation,2.141534920609468,5,1
projections,2.141534920609468,5,1
end speed,2.141534920609468,5,1
collapse,2.141534920609468,5,1
draft range,2.141534920609468,5,1
gifted athlete,2.141534920609468,5,1
stoudemire,2.141534920609468,5,1
year weaknesses,2.141534920609468,5,1
shape,2.141534920609468,5,1
0 6,2.102410648242307,29,6
terms,2.092004243405503,24,5
another,2.05179049352059,28,6
2009 youtube,1.9954452656922737,9,2
immense,1.9954452656922737,9,2
damage,1.9954452656922737,9,2
pps 2008,1.9954452656922737,9,2
20 years,1.9954452656922737,9,2
emerged,1.9954452656922737,9,2
international,1.9954452656922737,9,2
several,1.9954452656922737,9,2
pergame,1.966504300939473,22,5
2009 10,1.9460426698567552,52,12
clip 3,1.9429332833394408,13,3
61,1.9158907663456706,17,4
michigan,1.9158907663456706,17,4
done,1.9158907663456706,17,4
9 0,1.9006887752662678,42,10
1st,1.8297277284644888,28,7
rely,1.8275366312842394,12,3
tall,1.8275366312842394,12,3
iowa state,1.8275366312842394,12,3
stretches,1.8275366312842394,12,3
05,1.8275366312842394,12,3
9 6,1.8257085616331388,8,2
missed shots,1.8257085616331388,8,2
overtime,1.8257085616331388,8,2
edge,1.8257085616331388,8,2
long athletic,1.8257085616331388,8,2
123,1.8257085616331388,8,2
pg position,1.8257085616331388,8,2
past year,1.8257085616331388,8,2
span,1.8257085616331388,8,2
possesses great,1.8257085616331388,8,2
wiry,1.8257085616331388,8,2
rivals,1.8257085616331388,8,2
n roll,1.8257085616331388,8,2
patient,1.8257085616331388,8,2
09 youtube,1.8257085616331388,8,2
regular,1.8257085616331388,8,2
sign,1.8257085616331388,8,2
check,1.8257085616331388,8,2
surface,1.8203147136035778,4,1
explodes,1.8203147136035778,4,1
immensely,1.8203147136035778,4,1
4 10,1.8203147136035778,4,1
385,1.8203147136035778,4,1
service hooprospects,1.8203147136035778,4,1
acl,1.8203147136035778,4,1
matters,1.8203147136035778,4,1
second nature,1.8203147136035778,4,1
220 lbs,1.8203147136035778,4,1
hitting shots,1.8203147136035778,4,1
court passes,1.8203147136035778,4,1
downtown,1.8203147136035778,4,1
strong work,1.8203147136035778,4,1
scouting service,1.8203147136035778,4,1
hooprospects com,1.8203147136035778,4,1
224,1.8203147136035778,4,1
