ngram,log_odds,count_top,count_bot
every game,0.8783099902517932,7,4
post scorer,0.8783099902517932,7,4
anticipation,0.860535065711586,19,11
8 7,0.860535065711586,19,11
draft combine,0.857029886464229,62,36
role player,0.8498069156190944,24,14
long arms,0.8498069156190944,24,14
projected,0.8492850409307398,12,7
pump,0.8492850409307398,12,7
improve upon,0.8492850409307398,12,7
baskets,0.8492850409307398,12,7
relies,0.8492850409307398,12,7
advanced,0.8375138661598829,17,10
bounce,0.8271679621921706,27,16
shoes 8,0.8093119314075334,30,18
high motor,0.8088793624979029,15,9
shows good,0.8088793624979029,15,9
midrange game,0.8085220162561821,10,6
shifty,0.8085220162561821,10,6
gifts,0.8085220162561821,10,6
good timing,0.8085220162561821,10,6
passion,0.8085220162561821,10,6
8 9,0.8085220162561821,10,6
proven,0.8085220162561821,10,6
opportunity,0.8085220162561821,10,6
lacking,0.8085220162561821,10,6
6 22,0.8075265995644099,5,3
good finisher,0.8075265995644099,5,3
two time,0.8075265995644099,5,3
comfort,0.8075265995644099,5,3
competes hard,0.8075265995644099,5,3
freshman team,0.8075265995644099,5,3
challenging,0.8075265995644099,5,3
careless,0.8075265995644099,5,3
defensive rebounds,0.8075265995644099,5,3
averages,0.8075265995644099,5,3
bully,0.8075265995644099,5,3
final two,0.8075265995644099,5,3
shoes 9,0.8075265995644099,5,3
earning,0.8075265995644099,5,3
6 20,0.8075265995644099,5,3
good elevation,0.8075265995644099,5,3
oop,0.8075265995644099,5,3
231,0.8075265995644099,5,3
good frame,0.8075265995644099,5,3
tone,0.8075265995644099,5,3
6 per,0.8075265995644099,5,3
averaged 17,0.8075265995644099,5,3
footed,0.8075265995644099,5,3
nuances,0.8075265995644099,5,3
dedication,0.8075265995644099,5,3
good athleticism,0.8075265995644099,5,3
strengths long,0.8075265995644099,5,3
u19 world,0.8075265995644099,5,3
3 3p,0.8075265995644099,5,3
shown improvement,0.8075265995644099,5,3
career high,0.8075265995644099,5,3
refine,0.8075265995644099,5,3
sharp,0.8075265995644099,5,3
playing time,0.8075265995644099,5,3
comfortably,0.8075265995644099,5,3
constant,0.8075265995644099,5,3
1 assist,0.8075265995644099,5,3
driving lanes,0.8075265995644099,5,3
right situation,0.8075265995644099,5,3
hooks,0.8075265995644099,5,3
decision,0.7995830339483181,48,29
impressive,0.7983666435559122,43,26
efficient,0.7983666435559122,43,26
explosive,0.7980664046307453,81,49
barefoot,0.7873650312124258,64,39
opponents,0.7873650312124258,64,39
threes,0.7825572676233499,18,11
fouls,0.7770995018230256,44,27
junior,0.7758389538011059,70,43
vision,0.7733308986615146,78,48
fast break,0.7722829090112349,13,8
6 lbs,0.7722829090112349,13,8
5 barefoot,0.7722829090112349,13,8
stop,0.7722829090112349,13,8
standout,0.7722829090112349,13,8
look,0.7507558236100227,56,35
2020,0.750086586088786,16,10
switch,0.750086586088786,16,10
open looks,0.750086586088786,16,10
steal,0.750086586088786,16,10
draws fouls,0.7494902768935674,8,5
committed,0.7494902768935674,8,5
approach,0.7494902768935674,8,5
good free,0.7494902768935674,8,5
ally,0.7494902768935674,8,5
efficiently,0.7494902768935674,8,5
centers,0.7494902768935674,8,5
performance,0.7494902768935674,8,5
good form,0.7494902768935674,8,5
clip 3,0.7494902768935674,8,5
pump fakes,0.7494902768935674,8,5
leap,0.7494902768935674,8,5
roll situations,0.7494902768935674,8,5
traffic,0.7422955897595838,35,22
speed,0.7352493098144919,125,79
foot speed,0.7350967921935094,19,12
consistency,0.7331252781482185,49,31
two seasons,0.724295760689202,22,14
layups,0.723845912920396,11,7
7 points,0.723845912920396,11,7
positioning,0.723845912920396,11,7
works hard,0.723845912920396,11,7
son,0.723845912920396,11,7
multiple positions,0.723845912920396,11,7
mentality,0.723845912920396,11,7
full,0.7161444820069516,25,16
skill set,0.7161444820069516,25,16
first step,0.7101086898908449,56,36
developed,0.7097756967602482,28,18
sophomore season,0.7093948948060351,14,9
attributes,0.7093948948060351,14,9
leader,0.7046634166847898,31,20
smooth,0.7004700833162953,34,22
mature,0.6936754724278806,20,13
80,0.6936754724278806,20,13
helps,0.6936754724278806,20,13
rarely,0.6936754724278806,20,13
variety,0.6852968471140422,26,17
athlete,0.6809059013641825,128,84
drives,0.6729819047867842,47,31
court vision,0.6573967653194419,33,22
fluid,0.657355759792118,30,20
slow,0.6572573794443404,24,16
prove,0.6571953294917048,21,14
win,0.6571953294917048,21,14
great size,0.6571189941052733,18,12
75 wingspan,0.6571189941052733,18,12
dominant,0.6571189941052733,18,12
sets,0.6570198084802374,15,10
utilizes,0.6570198084802374,15,10
decisions,0.6570198084802374,15,10
lbs 7,0.6568806519190264,12,8
adding,0.6568806519190264,12,8
lebron skills,0.6568806519190264,12,8
high basketball,0.6568806519190264,12,8
10 0,0.6566616077865675,9,6
50 standing,0.6566616077865675,9,6
create offense,0.6566616077865675,9,6
possible,0.6566616077865675,9,6
called,0.6566616077865675,9,6
unorthodox,0.6566616077865675,9,6
st,0.6566616077865675,9,6
patient,0.6566616077865675,9,6
75 barefoot,0.6566616077865675,9,6
extend,0.6566616077865675,9,6
carve,0.6566616077865675,9,6
