player_name,draft_year,draft_pick,position,player_id,SEASON_ID,PLUS_MINUS,GP,MIN,PTS,REB,AST,STL,BLK,FG_PCT,FG3_PCT,FT_PCT,FGM,FGA,FG3M,FG3A,FTM,FTA,OREB,DREB,TOV,PF,TEAM_ABBREVIATION,note,PLAYER_ID,PLAYER_NAME
Olivier-Maxence Prosper,2023.0,27.0,Small Forward/Power Forward,1641765.0,2024-25,-2.0,52.0,11.2,3.9,2.4,0.8,0.5,0.1,0.402,0.235,0.645,1.3,3.3,0.2,1.0,0.9,1.5,0.8,1.6,0.3,0.5,DAL,ok,1641765.0,Olivier-Maxence Prosper
Maxwell Lewis,2023.0,28.0,Shooting Guard/Small Forward,1641721.0,2023-24,-2.1,34.0,3.0,0.3,0.1,0.2,0.1,0.0,0.19,0.111,0.667,0.1,0.6,0.0,0.3,0.1,0.1,0.1,0.1,0.3,0.1,LAL,ok,1641721.0,Maxwell Lewis
Andre Jackson,2023.0,29.0,Shooting Guard/Small Forward,1641748.0,2024-25,-0.5,67.0,14.6,3.4,2.7,1.2,0.5,0.2,0.477,0.395,0.5,1.4,2.9,0.4,1.1,0.2,0.4,1.0,1.7,0.9,1.7,MIL,ok,1641748.0,Andre Jackson Jr.
Julian Phillips,2023.0,30.0,Small Forward/Power Forward,1641763.0,2024-25,0.4,79.0,14.2,4.6,2.1,0.5,0.5,0.3,0.446,0.327,0.789,1.6,3.6,0.6,1.9,0.8,1.0,0.8,1.3,0.3,1.4,CHI,ok,1641763.0,Julian Phillips
GG Jackson,2023.0,31.0,Power Forward,1641713.0,2025-26,-1.5,55.0,21.4,12.5,4.3,1.5,0.6,0.8,0.496,0.332,0.742,4.6,9.3,1.2,3.5,2.0,2.7,0.9,3.4,1.5,1.4,MEM,ok,1641713.0,GG Jackson
Seth Lundy,2023.0,32.0,Shooting Guard/Small Forward,1641754.0,2023-24,-1.4,9.0,5.8,1.6,0.8,0.0,0.0,0.0,0.235,0.231,0.75,0.4,1.9,0.3,1.4,0.3,0.4,0.1,0.7,0.1,0.7,ATL,ok,1641754.0,Seth Lundy
Leonard Miller,2023.0,33.0,Small Forward/Power Forward,1631159.0,2023-24,0.5,17.0,3.1,1.7,1.2,0.5,0.1,0.1,0.65,0.4,0.5,0.8,1.2,0.1,0.3,0.1,0.1,0.3,0.9,0.1,0.3,MIN,ok,1631159.0,Leonard Miller
Sidy Cissoko,2023.0,34.0,Shooting Guard/Small Forward,1631321.0,2023-24,2.1,12.0,11.7,3.8,1.8,0.8,0.6,0.3,0.485,0.083,0.8,1.3,2.8,0.1,1.0,1.0,1.3,0.7,1.2,0.3,1.5,SAS,ok,1631321.0,Sidy Cissoko
Brice Sensabaugh,2023.0,35.0,Small Forward/Power Forward,1641729.0,2024-25,-4.0,71.0,20.2,10.9,3.0,1.5,0.6,0.1,0.459,0.422,0.89,3.9,8.4,2.2,5.2,0.9,1.0,0.6,2.4,1.5,1.6,UTA,ok,1641729.0,Brice Sensabaugh
Tristan Vukcevic,2023.0,36.0,Power Forward/Center,1641774.0,2023-24,3.2,10.0,15.3,8.5,3.6,1.3,0.5,0.7,0.433,0.278,0.773,2.9,6.7,1.0,3.6,1.7,2.2,0.6,3.0,1.0,2.8,WAS,ok,1641774.0,Tristan Vukcevic
Ben Sheppard,2023.0,37.0,Shooting Guard,1641767.0,2023-24,1.2,57.0,14.3,4.4,1.6,0.9,0.6,0.0,0.393,0.314,0.885,1.6,4.0,0.9,2.7,0.4,0.5,0.3,1.3,0.3,1.5,IND,ok,1641767.0,Ben Sheppard
Dariq Whitehead,2023.0,38.0,Shooting Guard/Small Forward,1641727.0,2024-25,-3.2,20.0,12.3,5.7,1.5,0.6,0.3,0.1,0.406,0.446,0.6,2.0,4.8,1.7,3.7,0.2,0.3,0.2,1.3,0.8,1.1,BKN,ok,1641727.0,Dariq Whitehead
Colby Jones,2023.0,39.0,Shooting Guard,1641732.0,2025-26,12.0,1.0,6.8,2.0,4.0,2.0,0.0,0.0,0.333,0.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,1.0,DET,ok,1641732.0,Colby Jones
Marcus Sasser,2023.0,40.0,Point Guard/Shooting Guard,1631204.0,2025-26,3.1,38.0,12.0,5.2,1.0,2.0,0.5,0.1,0.39,0.415,0.833,1.8,4.7,1.2,2.8,0.4,0.5,0.2,0.8,0.8,1.1,DET,ok,1631204.0,Marcus Sasser
Jalen Pickett,2023.0,41.0,Point Guard/Shooting Guard,1629618.0,2024-25,1.1,49.0,13.6,4.1,1.4,2.2,0.4,0.1,0.428,0.396,0.75,1.6,3.7,0.8,2.1,0.1,0.2,0.3,1.1,0.5,0.8,DEN,ok,1629618.0,Jalen Pickett
Amari Bailey,2023.0,42.0,Point Guard/Shooting Guard,1641735.0,2023-24,0.5,10.0,6.5,2.3,0.9,0.7,0.3,0.0,0.333,0.125,0.857,0.8,2.4,0.1,0.8,0.6,0.7,0.6,0.3,0.4,0.2,CHA,ok,1641735.0,Amari Bailey
Jordan Walsh,2023.0,43.0,Small Forward/Power Forward,1641775.0,2023-24,5.2,9.0,9.3,1.7,2.2,0.6,0.6,0.1,0.4,0.222,0.5,0.7,1.7,0.2,1.0,0.1,0.2,0.6,1.7,0.3,1.2,BOS,ok,1641775.0,Jordan Walsh
Terquavion Smith,2023.0,44.0,Point Guard/Shooting Guard,1631173.0,2023-24,-0.4,16.0,5.3,3.3,0.3,0.8,0.5,0.0,0.391,0.371,0.6,1.1,2.9,0.8,2.2,0.2,0.3,0.0,0.3,0.4,0.5,PHI,ok,1631173.0,Terquavion Smith
Isaiah Wong,2023.0,45.0,Point Guard/Shooting Guard,1631209.0,2024-25,-0.3,20.0,13.3,6.0,1.6,1.4,0.6,0.0,0.39,0.394,0.735,2.1,5.3,0.7,1.7,1.3,1.7,0.7,0.9,0.9,1.1,CHA,ok,1631209.0,Isaiah Wong
Azuolas Tubelis,2023.0,46.0,Power Forward,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,
James Nnaji,2023.0,47.0,Center,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,
Adama Sanogo,2023.0,48.0,Center,1641766.0,2023-24,3.8,9.0,7.3,4.0,4.0,0.0,0.1,0.0,0.519,0.0,0.667,1.6,3.0,0.0,0.0,0.9,1.3,2.1,1.9,0.6,0.6,CHI,ok,1641766.0,Adama Sanogo
Ricky Council,2023.0,49.0,Shooting Guard,1641741.0,2023-24,0.4,32.0,9.0,5.4,1.4,0.5,0.3,0.0,0.482,0.375,0.746,1.7,3.5,0.4,1.0,1.7,2.2,0.4,1.0,0.2,0.5,PHI,ok,1641741.0,Ricky Council IV
Jalen Wilson,2023.0,50.0,Small Forward/Power Forward,1630592.0,2023-24,-0.1,43.0,15.5,5.0,3.0,1.0,0.3,0.1,0.425,0.324,0.826,1.8,4.2,0.6,1.7,0.9,1.1,1.1,2.0,0.4,1.1,BKN,ok,1630592.0,Jalen Wilson
Keyontae Johnson,2023.0,51.0,Shooting Guard/Small Forward,1641749.0,2023-24,-0.8,9.0,7.4,1.2,1.1,0.4,0.1,0.0,0.313,0.333,0.0,0.6,1.8,0.1,0.3,0.0,0.0,0.4,0.7,0.4,0.6,OKC,ok,1641749.0,Keyontae Johnson
Mojave King,2023.0,52.0,Shooting Guard,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,
Adam Flagler,2023.0,53.0,Point Guard/Shooting Guard,1641745.0,2024-25,0.2,37.0,5.5,1.8,0.7,0.3,0.2,0.1,0.26,0.194,0.5,0.7,2.6,0.4,1.9,0.0,0.1,0.2,0.5,0.1,0.4,OKC,ok,1641745.0,Adam Flagler
Jordan Miller,2023.0,54.0,Shooting Guard,1641757.0,2025-26,-0.2,60.0,22.1,10.0,3.0,2.3,0.8,0.2,0.531,0.345,0.777,3.5,6.7,0.6,1.8,2.3,2.9,0.8,2.2,1.1,1.0,LAC,ok,1641757.0,Jordan Miller
Emoni Bates,2023.0,55.0,Shooting Guard,1641734.0,2024-25,-3.4,10.0,7.5,3.7,0.7,0.8,0.1,0.1,0.342,0.367,0.0,1.3,3.8,1.1,3.0,0.0,0.0,0.0,0.7,0.2,0.4,CLE,ok,1641734.0,Emoni Bates
Jazian Gortman,2023.0,56.0,Point Guard,1641789.0,2024-25,0.7,16.0,3.5,1.5,0.3,0.4,0.1,0.1,0.391,0.364,0.5,0.6,1.4,0.3,0.7,0.1,0.3,0.1,0.3,0.3,0.6,DAL,ok,1641789.0,Jazian Gortman
Toumani Camara,2023.0,57.0,Small Forward/Power Forward,1641739.0,2025-26,0.4,82.0,33.3,13.4,5.1,2.5,1.1,0.4,0.44,0.37,0.708,4.8,10.9,2.7,7.2,1.2,1.7,1.6,3.6,1.8,2.9,POR,ok,1641739.0,Toumani Camara
Kobe Brown,2023.0,58.0,Small Forward/Power Forward,1641738.0,2024-25,-1.3,40.0,6.8,1.9,1.6,0.6,0.2,0.1,0.458,0.231,0.714,0.8,1.8,0.2,0.7,0.1,0.2,0.5,1.2,0.3,0.6,LAC,ok,1641738.0,Kobe Brown
Omari Moore,2023.0,59.0,Point Guard/Shooting Guard,1631386.0,2024-25,-3.5,2.0,9.9,3.0,4.0,0.5,1.0,0.0,0.2,0.25,0.5,1.0,5.0,0.5,2.0,0.5,1.0,2.0,2.0,1.0,0.0,POR,recovered:last_unique,1631386.0,Taze Moore
Hunter Tyson,2023.0,60.0,Small Forward,1641816.0,2023-24,0.4,18.0,2.7,1.1,0.5,0.1,0.1,0.0,0.4,0.286,0.0,0.4,1.1,0.2,0.8,0.0,0.0,0.1,0.4,0.1,0.6,DEN,ok,1641816.0,Hunter Tyson
Malcolm Cazalon,2023.0,61.0,Shooting Guard,1630608.0,2023-24,5.0,1.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DET,ok,1630608.0,Malcolm Cazalon
Chris Livingston,2023.0,62.0,Small Forward/Power Forward,1641753.0,2025-26,2.7,3.0,5.8,3.0,1.0,0.3,0.3,0.0,0.571,0.0,1.0,1.3,2.3,0.0,1.0,0.3,0.3,0.0,1.0,0.0,1.3,CLE,ok,1641753.0,Chris Livingston
Oscar Tshiebwe,2023.0,63.0,Power Forward/Center,1631131.0,2023-24,1.8,8.0,5.2,3.3,2.0,0.3,0.3,0.1,0.5,0.0,0.75,1.3,2.5,0.0,0.0,0.8,1.0,1.0,1.0,0.0,0.4,IND,ok,1631131.0,Oscar Tshiebwe
Jaylen Clark,2023.0,64.0,Shooting Guard,1641740.0,2024-25,1.1,40.0,13.0,4.1,1.3,0.7,0.9,0.1,0.467,0.431,0.784,1.4,3.0,0.6,1.3,0.7,0.9,0.7,0.7,0.2,1.5,MIN,ok,1641740.0,Jaylen Clark
Drew Timme,2023.0,65.0,Power Forward/Center,1631166.0,2025-26,-0.9,27.0,8.7,3.4,1.2,0.9,0.2,0.0,0.576,0.44,0.556,1.4,2.4,0.4,0.9,0.2,0.3,0.4,0.9,0.5,0.7,LAL,ok,1631166.0,Drew Timme
Nadir Hifi,2023.0,66.0,Point Guard,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,
Jacob Toppin,2023.0,67.0,Power Forward,1631210.0,2025-26,2.6,5.0,3.4,1.6,0.2,0.2,0.0,0.2,0.667,0.0,0.0,0.8,1.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,ATL,ok,1631210.0,Jacob Toppin
Tosan Evbuomwan,2023.0,68.0,Small Forward,1641787.0,2025-26,-1.6,5.0,1.5,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,CHA,ok,1641787.0,Tosan Evbuomwan
Jalen Slawson,2023.0,69.0,Small Forward/Power Forward,1641771.0,2023-24,-0.5,12.0,3.1,0.7,0.6,0.2,0.1,0.1,0.667,0.0,0.0,0.3,0.5,0.0,0.2,0.0,0.0,0.1,0.5,0.2,0.7,SAC,ok,1641771.0,Jalen Slawson
Baylor Scheierman,2023.0,70.0,Shooting Guard,1631248.0,2025-26,2.6,77.0,18.6,5.5,3.5,1.5,0.5,0.1,0.453,0.399,0.903,2.0,4.3,1.3,3.2,0.4,0.4,0.7,2.8,0.6,1.4,BOS,ok,1631248.0,Baylor Scheierman
Justyn Mutts,2023.0,71.0,Small Forward,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,
Mike Miles,2023.0,72.0,Point Guard/Shooting Guard,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,
Drew Peterson,2023.0,73.0,Shooting Guard,1641809.0,2023-24,2.7,3.0,7.6,3.7,0.3,0.3,0.7,0.0,0.667,0.6,0.0,1.3,2.0,1.0,1.7,0.0,0.0,0.0,0.3,0.3,0.3,BOS,ok,1641809.0,Drew Peterson
Grant Sherfield,2023.0,74.0,Point Guard,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,
Vincent Valerio Bodon,2023.0,75.0,Small Forward/Power Forward,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,
Mouhamed Gueye,2023.0,76.0,Power Forward/Center,1631243.0,2024-25,2.6,33.0,16.1,6.0,4.2,0.8,0.8,1.0,0.421,0.259,0.762,2.2,5.2,0.6,2.5,1.0,1.3,1.3,2.9,0.5,1.7,ATL,ok,1631243.0,Mouhamed Gueye
Keion Brooks,2023.0,77.0,Small Forward,1631232.0,2024-25,-10.4,14.0,23.7,10.1,4.1,0.9,0.7,0.7,0.486,0.326,0.733,3.8,7.8,1.0,3.1,1.6,2.1,0.9,3.3,0.9,2.1,NOP,ok,1631232.0,Keion Brooks Jr.
Matthew Mayer,2023.0,78.0,Shooting Guard/Small Forward,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,
Colin Castleton,2023.0,79.0,Power Forward,1630658.0,2025-26,1.5,4.0,5.3,1.3,2.0,0.3,0.3,0.0,0.4,0.0,1.0,0.5,1.3,0.0,0.0,0.3,0.3,0.5,1.5,0.5,0.5,ORL,ok,1630658.0,Colin Castleton
Taevion Kinsey,2023.0,80.0,Shooting Guard,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,
Leaky Black,2023.0,81.0,Small Forward,1641778.0,2023-24,-1.0,26.0,10.9,2.7,1.8,0.9,0.3,0.4,0.481,0.45,0.667,1.0,2.0,0.3,0.8,0.4,0.6,0.3,1.5,0.2,0.7,CHA,ok,1641778.0,Leaky Black
Mario Nakic,2023.0,82.0,Small Forward,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,
Gregor Glas,2023.0,83.0,Shooting Guard/Small Forward,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,
Landers Nolley,2023.0,84.0,Shooting Guard,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,
Jaylen Martin,2023.0,85.0,Small Forward,1641798.0,2024-25,-8.2,16.0,14.9,4.9,2.8,1.1,0.6,0.0,0.419,0.304,0.9,1.9,4.6,0.4,1.4,0.6,0.6,0.7,2.1,0.8,0.9,WAS,ok,1641798.0,Jaylen Martin
Charles Bediako,2023.0,86.0,Center,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,
Damion Baugh,2023.0,87.0,Point Guard/Shooting Guard,1641878.0,2024-25,-11.3,15.0,24.7,7.3,3.3,3.7,1.0,0.1,0.323,0.214,0.867,2.8,8.7,0.8,3.7,0.9,1.0,0.9,2.4,2.1,1.5,CHA,ok,1641878.0,Damion Baugh
Alex Fudge,2023.0,88.0,Small Forward,1641788.0,2023-24,-6.5,6.0,6.7,2.5,0.8,0.0,0.5,0.0,0.4,0.2,1.0,1.0,2.5,0.2,0.8,0.3,0.3,0.7,0.2,0.3,0.3,DAL,ok,1641788.0,Alex Fudge
Marcus Bagley,2023.0,89.0,Small Forward,1630542.0,2024-25,-8.4,10.0,25.3,6.7,7.0,1.0,0.9,1.2,0.391,0.156,0.8,2.7,6.9,0.5,3.2,0.8,1.0,2.3,4.7,0.7,1.6,PHI,ok,1630542.0,Marcus Bagley
DMoi Hodge,2023.0,90.0,Shooting Guard,1641793.0,2023-24,-5.0,7.0,5.9,2.0,0.0,0.7,0.1,0.1,0.333,0.25,0.5,0.7,2.1,0.4,1.7,0.1,0.3,0.0,0.0,0.1,0.6,LAL,recovered:last_unique,1641793.0,D'Moi Hodge
SirJabari Rice,2023.0,91.0,Shooting Guard,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,
Markquis Nowell,2023.0,92.0,Point Guard,1641806.0,2023-24,4.0,1.0,3.5,2.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,TOR,ok,1641806.0,Markquis Nowell
Tom Digbeu,2023.0,93.0,Shooting Guard,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,
Nikos Rogkavopoulos,2023.0,94.0,Shooting Guard/Small Forward,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,
Kendric Davis,2023.0,95.0,Point Guard,1631098.0,2024-25,-0.8,34.0,7.1,2.4,1.1,0.3,0.4,0.2,0.41,0.241,0.6,0.9,2.3,0.2,0.9,0.3,0.4,0.3,0.8,0.2,0.5,WAS,recovered:last_unique,1631098.0,Johnny Davis
Enzo Shahrvin,2023.0,96.0,Power Forward/Center,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,
Tevian Jones,2023.0,97.0,Small Forward,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,
Joey Hauser,2023.0,98.0,Power Forward,1630573.0,2023-24,6.2,79.0,22.0,9.0,3.5,1.0,0.5,0.3,0.446,0.424,0.895,3.2,7.1,2.5,5.9,0.2,0.2,0.6,2.9,0.4,1.3,BOS,recovered:last_unique_wide_era,1630573.0,Sam Hauser
Antoine Davis,2023.0,99.0,Point Guard,1631098.0,2024-25,-0.8,34.0,7.1,2.4,1.1,0.3,0.4,0.2,0.41,0.241,0.6,0.9,2.3,0.2,0.9,0.3,0.4,0.3,0.8,0.2,0.5,WAS,recovered:last_unique,1631098.0,Johnny Davis
Justin Powell,2023.0,100.0,Point Guard/Shooting Guard,1642962.0,2025-26,-7.1,63.0,20.9,6.5,1.8,1.4,0.6,0.2,0.402,0.28,0.896,2.3,5.7,0.8,2.9,1.1,1.2,0.3,1.4,1.0,1.4,BKN,recovered:last_unique,1642962.0,Drake Powell
Zaccharie Risacher,2024.0,1.0,Small Forward/Power Forward,1642258.0,2025-26,-0.2,67.0,22.4,9.6,3.8,1.1,0.9,0.5,0.455,0.368,0.644,3.6,8.0,1.4,3.9,0.9,1.3,1.1,2.8,0.9,2.2,ATL,ok,1642258.0,Zaccharie Risacher
Alexandre Sarr,2024.0,2.0,Center,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,
Reed Sheppard,2024.0,3.0,Point Guard/Shooting Guard,1642263.0,2025-26,3.4,82.0,26.2,13.5,2.9,3.4,1.5,0.7,0.43,0.394,0.802,5.0,11.5,2.8,7.0,0.8,1.0,0.3,2.6,1.5,2.0,HOU,ok,1642263.0,Reed Sheppard
Cody Williams,2024.0,4.0,Small Forward,1642262.0,2025-26,-5.9,67.0,24.3,8.8,3.0,2.0,0.8,0.4,0.468,0.214,0.706,3.6,7.6,0.4,2.0,1.3,1.8,0.9,2.0,1.1,1.8,UTA,ok,1642262.0,Cody Williams
Stephon Castle,2024.0,5.0,Point Guard/Shooting Guard,1642264.0,2025-26,6.0,68.0,30.0,16.7,5.3,7.4,1.1,0.3,0.471,0.332,0.734,5.7,12.0,1.2,3.6,4.1,5.6,1.4,3.9,3.2,3.3,SAS,ok,1642264.0,Stephon Castle
Dalton Knecht,2024.0,6.0,Shooting Guard/Small Forward,1642261.0,2024-25,-0.9,78.0,19.2,9.1,2.8,0.8,0.3,0.1,0.461,0.376,0.762,3.3,7.1,1.6,4.4,0.8,1.1,0.5,2.3,0.5,1.2,LAL,ok,1642261.0,Dalton Knecht
Matas Buzelis,2024.0,7.0,Small Forward/Power Forward,1641824.0,2024-25,-0.4,80.0,18.9,8.6,3.5,1.0,0.4,0.9,0.454,0.361,0.815,3.2,6.9,1.2,3.3,1.1,1.4,0.7,2.8,0.9,1.6,CHI,ok,1641824.0,Matas Buzelis
Tidjane Salaun,2024.0,8.0,Power Forward,1642275.0,2025-26,-0.1,37.0,15.6,6.0,4.0,0.7,0.4,0.2,0.503,0.434,0.65,2.2,4.3,1.0,2.2,0.7,1.1,0.7,3.3,0.7,1.5,CHA,ok,1642275.0,Tidjane Salaün
Carlton Carrington,2024.0,9.0,Point Guard/Shooting Guard,1642267.0,2025-26,-9.1,82.0,27.7,10.7,3.4,4.6,0.6,0.2,0.424,0.408,0.73,3.8,9.0,2.1,5.0,1.0,1.4,0.4,3.0,2.3,2.2,WAS,recovered:last_unique,1642267.0,Bub Carrington
Donovan Clingan,2024.0,10.0,Center,1642270.0,2025-26,0.2,77.0,27.2,12.1,11.6,2.1,0.6,1.7,0.52,0.341,0.68,4.6,8.9,1.1,3.2,1.8,2.6,4.5,7.1,1.2,2.4,POR,ok,1642270.0,Donovan Clingan
Ja'Kobe Walter,2024.0,11.0,Shooting Guard,1642266.0,2025-26,0.0,72.0,20.5,7.5,2.6,1.2,1.0,0.2,0.446,0.409,0.789,2.5,5.6,1.5,3.7,1.0,1.3,0.8,1.8,0.5,2.3,TOR,ok,1642266.0,Ja'Kobe Walter
Ronald Holland,2024.0,12.0,Small Forward,1641842.0,2025-26,1.7,78.0,19.9,8.2,4.0,1.2,1.2,0.3,0.432,0.253,0.805,3.0,7.0,0.6,2.5,1.5,1.9,1.1,3.0,1.2,2.3,DET,ok,1641842.0,Ronald Holland II
Devin Carter,2024.0,13.0,Point Guard/Shooting Guard,1642269.0,2024-25,1.2,36.0,11.0,3.8,2.1,1.1,0.6,0.1,0.37,0.295,0.591,1.3,3.5,0.5,1.7,0.7,1.2,0.5,1.6,0.5,1.1,SAC,ok,1642269.0,Devin Carter
Terrence Shannon,2024.0,14.0,Shooting Guard,1630545.0,2024-25,0.3,32.0,10.6,4.3,1.5,1.0,0.2,0.2,0.482,0.355,0.81,1.7,3.6,0.3,1.0,0.5,0.7,0.3,1.2,0.5,0.8,MIN,ok,1630545.0,Terrence Shannon Jr.
Isaiah Collier,2024.0,15.0,Point Guard,1642268.0,2024-25,-5.7,71.0,25.9,8.7,3.3,6.3,0.9,0.2,0.422,0.249,0.682,3.3,7.8,0.6,2.4,1.5,2.2,0.5,2.9,2.9,2.1,UTA,ok,1642268.0,Isaiah Collier
Jaylon Tyson,2024.0,16.0,Shooting Guard/Small Forward,1642281.0,2025-26,1.7,66.0,26.9,13.2,5.1,2.2,0.8,0.4,0.493,0.446,0.738,5.0,10.2,2.0,4.5,1.2,1.6,1.8,3.3,1.5,2.5,CLE,ok,1642281.0,Jaylon Tyson
Kel'el Ware,2024.0,17.0,Center,1642276.0,2024-25,0.6,64.0,22.2,9.3,7.4,0.9,0.6,1.1,0.554,0.315,0.687,4.0,7.3,0.5,1.7,0.7,1.0,1.8,5.6,0.9,1.7,MIA,ok,1642276.0,Kel'el Ware
Tristan da Silva,2024.0,18.0,Small Forward,1641783.0,2025-26,1.3,77.0,24.7,9.9,3.7,1.6,0.9,0.3,0.45,0.374,0.884,3.6,8.1,1.6,4.2,1.1,1.2,0.8,2.9,0.9,1.5,ORL,ok,1641783.0,Tristan da Silva
Rob Dillingham,2024.0,19.0,Point Guard,1642265.0,2024-25,0.4,49.0,10.5,4.5,1.0,2.0,0.4,0.0,0.441,0.338,0.533,1.9,4.3,0.5,1.5,0.2,0.3,0.2,0.8,1.1,0.8,MIN,ok,1642265.0,Rob Dillingham
Jared McCain,2024.0,20.0,Point Guard/Shooting Guard,1642272.0,2025-26,1.9,67.0,17.3,8.3,2.0,1.3,0.5,0.1,0.425,0.385,0.864,3.0,7.2,1.5,3.8,0.8,0.9,0.3,1.7,0.8,1.2,OKC,ok,1642272.0,Jared McCain
KyShawn George,2024.0,21.0,Small Forward,1642273.0,2024-25,-5.3,68.0,26.5,8.7,4.2,2.5,1.0,0.7,0.372,0.322,0.753,3.0,8.0,1.7,5.2,1.0,1.4,0.7,3.5,1.4,3.0,WAS,ok,1642273.0,Kyshawn George
Cam Christie,2024.0,22.0,Shooting Guard,1642353.0,2025-26,-0.2,55.0,8.7,2.8,1.4,0.6,0.3,0.1,0.381,0.245,0.76,1.0,2.5,0.2,0.9,0.7,0.9,0.3,1.1,0.4,0.3,LAC,ok,1642353.0,Cam Christie
Nikola Topic,2024.0,23.0,Point Guard,1642260.0,2025-26,-4.2,10.0,16.0,5.2,1.9,4.4,0.5,0.0,0.431,0.4,0.4,2.2,5.1,0.6,1.5,0.2,0.5,0.7,1.2,2.5,1.3,OKC,ok,1642260.0,Nikola Topić
Jaylen Wells,2024.0,24.0,Small Forward,1642377.0,2024-25,2.4,79.0,25.9,10.4,3.4,1.7,0.6,0.1,0.425,0.352,0.822,3.6,8.6,1.7,5.0,1.4,1.7,1.1,2.3,0.9,1.8,MEM,ok,1642377.0,Jaylen Wells
Zach Edey,2024.0,25.0,Center,1641744.0,2025-26,10.3,11.0,25.8,13.6,11.1,1.1,0.6,1.9,0.633,0.2,0.781,5.6,8.9,0.1,0.5,2.3,2.9,3.9,7.2,2.4,3.4,MEM,ok,1641744.0,Zach Edey
Pacome Dadiet,2024.0,26.0,Small Forward,1642359.0,2025-26,-0.2,29.0,4.7,1.7,0.9,0.4,0.1,0.0,0.333,0.219,0.818,0.6,1.7,0.2,1.1,0.3,0.4,0.1,0.8,0.1,0.3,NYK,ok,1642359.0,Pacôme Dadiet
Jonathan Mogbo,2024.0,27.0,Small Forward/Power Forward,1642367.0,2025-26,-1.3,40.0,6.2,1.5,1.7,0.6,0.3,0.2,0.591,0.0,0.643,0.7,1.1,0.0,0.0,0.2,0.4,0.5,1.2,0.4,0.7,TOR,ok,1642367.0,Jonathan Mogbo
Yves Missi,2024.0,28.0,Center,1642274.0,2025-26,-0.6,66.0,19.7,5.7,5.8,1.3,0.3,1.5,0.544,0.0,0.559,2.4,4.5,0.0,0.0,0.9,1.5,2.8,3.1,0.8,1.7,NOP,ok,1642274.0,Yves Missi
Johnny Furphy,2024.0,29.0,Shooting Guard/Small Forward,1642277.0,2024-25,0.4,50.0,7.6,2.1,1.4,0.4,0.4,0.2,0.38,0.3,0.818,0.7,1.8,0.3,1.0,0.4,0.4,0.5,1.0,0.2,0.8,IND,ok,1642277.0,Johnny Furphy
DaRon Holmes,2024.0,30.0,Power Forward/Center,1641747.0,2025-26,-0.6,25.0,8.4,3.7,1.4,0.6,0.0,0.2,0.508,0.444,0.786,1.2,2.4,0.8,1.8,0.4,0.6,0.3,1.1,0.5,0.8,DEN,ok,1641747.0,DaRon Holmes II
Kyle Filipowski,2024.0,31.0,Power Forward/Center,1642271.0,2025-26,-3.3,77.0,23.4,11.4,7.2,2.6,0.9,0.5,0.492,0.325,0.75,4.2,8.5,1.0,3.0,2.1,2.8,1.9,5.3,1.6,3.0,UTA,ok,1642271.0,Kyle Filipowski
Tyler Smith,2024.0,32.0,Power Forward,1641890.0,2024-25,0.3,23.0,5.3,2.9,1.1,0.2,0.1,0.2,0.48,0.433,0.75,1.0,2.2,0.6,1.3,0.3,0.3,0.3,0.8,0.3,0.5,MIL,ok,1641890.0,Tyler Smith
Trey Alexander,2024.0,33.0,Point Guard,1641725.0,2024-25,-1.0,24.0,4.9,1.3,0.5,0.5,0.1,0.0,0.317,0.176,0.75,0.5,1.7,0.1,0.7,0.1,0.2,0.0,0.5,0.2,0.4,DEN,ok,1641725.0,Trey Alexander
