Name,draft_year,draft_pick,position,Season,Team,Cl,Pos,Ht,G,FGM,3FG,FT,PTS,PPG,FGA,FG%,3PG,3FGA,3FG%,FTA,FT%,REB,RPG,AST,APG,BLKS,BKPG,ST,STPG,TO,Ratio,Trpl Dbl,Dbl Dbl,MP,MPG,ORebs,DRebs
Myles Powell,2020,88,Shooting Guard,2019-2020,Seton Hall,Sr.,G,6-2,28,195.0,79.0,120.0,589.0,21.0,490.0,39.795918367346935,2.82,258.0,30.6,151.0,79.5,121.0,4.321428571428571,81.0,2.892857142857143,5.0,0.1785714285714285,34.0,1.2142857142857142,78.0,,,,,,26.0,95.0
Freddie Gillespie,2020,95,Power Forward/Center,2019-2020,Baylor,Sr.,F,6-8,30,111.0,0.0,65.0,287.0,9.566666666666666,202.0,54.95049504950495,,0.0,,95.0,68.42105263157895,271.0,9.0,14.0,0.4666666666666667,66.0,2.2,34.0,1.1333333333333333,26.0,,,11.0,,,124.0,147.0
Sam Merrill,2020,96,Shooting Guard,2019-2020,Utah St.,Sr.,G,6-5,32,195.0,89.0,150.0,629.0,19.7,423.0,46.1,2.78,217.0,41.0,168.0,89.3,132.0,4.125,125.0,3.9,3.0,0.09375,28.0,0.875,50.0,2.5,,,1119:03,34:58,7.0,125.0
Trevelin Queen,2020,97,Shooting Guard,2019-2020,New Mexico St.,Sr.,G,6-6,26,128.0,53.0,35.0,344.0,13.23076923076923,272.0,47.05882352941177,2.04,137.0,38.68613138686131,43.0,81.3953488372093,135.0,5.1923076923076925,63.0,2.423076923076923,7.0,0.2692307692307692,45.0,1.73,48.0,,,,,,51.0,84.0
Nathan Knight,2020,98,Center,2019-2020,William & Mary,Sr.,C,6-10,32,227.0,29.0,180.0,663.0,20.7,433.0,52.4,,95.0,30.526315789473685,233.0,77.3,337.0,10.5,56.0,1.75,49.0,1.53,24.0,0.75,82.0,,,23.0,,,87.0,250.0
Anthony Lamb,2020,99,Small Forward/Power Forward,2019-2020,Vermont,Sr.,F,6-6,33,184.0,54.0,128.0,550.0,16.7,448.0,41.07142857142857,,184.0,29.347826086956523,158.0,81.0,233.0,7.1,83.0,2.515151515151515,41.0,1.24,34.0,1.0303030303030305,79.0,,,6.0,,,44.0,189.0
Cade Cunningham,2021,1,Point Guard/Shooting Guard,2020-2021,Oklahoma St.,Fr.,G,6-8,27,175.0,62.0,132.0,544.0,20.1,400.0,43.8,2.3,155.0,40.0,156.0,84.6,167.0,6.2,94.0,3.5,21.0,0.78,43.0,1.59,115.0,,,2.0,955:33,35:23,19.0,148.0
Evan Mobley,2021,2,Power Forward/Center,2020-2021,Southern California,Fr.,F,7-0,33,197.0,12.0,134.0,540.0,16.4,341.0,57.8,,40.0,30.0,193.0,69.43005181347151,286.0,8.7,79.0,2.393939393939394,95.0,2.88,26.0,0.7878787878787878,74.0,,,12.0,1118:16,33:53,90.0,196.0
Jalen Suggs,2021,3,Point Guard,2020-2021,Gonzaga,Fr.,G,6-4,30,155.0,35.0,86.0,431.0,14.4,308.0,50.3,,104.0,33.65384615384615,113.0,76.1,160.0,4.73,136.0,4.5,10.0,0.3333333333333333,57.0,1.9,88.0,1.55,,2.0,867:55,,18.0,142.0
Scottie Barnes,2021,5,Small Forward/Power Forward,2020-2021,Florida St.,Fr.,G,6-9,24,98.0,11.0,41.0,248.0,10.333333333333334,195.0,50.256410256410255,,40.0,27.5,66.0,62.121212121212125,96.0,4.0,98.0,4.1,11.0,0.4583333333333333,35.0,1.46,59.0,1.66,,,,,35.0,61.0
James Bouknight,2021,7,Shooting Guard,2020-2021,UConn,So.,G,6-5,15,98.0,22.0,63.0,281.0,18.733333333333334,219.0,44.74885844748859,,75.0,29.333333333333332,81.0,77.77777777777777,85.0,5.666666666666667,27.0,1.8,4.0,0.2666666666666666,17.0,1.1333333333333333,42.0,,,2.0,,,23.0,62.0
Moses Moody,2021,8,Shooting Guard,2020-2021,Arkansas,Fr.,G,6-6,32,165.0,58.0,151.0,539.0,16.8,386.0,42.7,1.81,162.0,35.80246913580247,186.0,81.2,184.0,2.0,51.0,1.59375,21.0,0.65625,33.0,1.03125,52.0,,,,1080:47,33:46,64.0,120.0
Ziaire Williams,2021,10,Shooting Guard/Small Forward,2020-2021,Stanford,Fr.,F,6-8,20,76.0,23.0,39.0,214.0,10.7,203.0,37.4384236453202,,79.0,29.11392405063291,49.0,79.59183673469387,91.0,4.55,44.0,2.2,11.0,0.55,17.0,0.85,58.0,,1.0,,,,10.0,81.0
Kai Jones,2021,11,Center,2020-2021,Texas,So.,F,6-11,26,83.0,13.0,51.0,230.0,8.846153846153847,143.0,58.04195804195804,,34.0,38.23529411764706,74.0,68.91891891891892,126.0,1.96,16.0,0.6153846153846154,24.0,0.92,22.0,0.8461538461538461,36.0,,,,,,51.0,75.0
Franz Wagner,2021,12,Small Forward/Power Forward,2020-2021,Michigan,So.,G,6-8,28,124.0,35.0,66.0,349.0,12.464285714285714,260.0,47.69230769230769,,102.0,34.31372549019608,79.0,83.54430379746836,183.0,6.5,84.0,3.0,29.0,1.04,35.0,1.25,36.0,2.33,,3.0,887:41,,20.0,163.0
Davion Mitchell,2021,13,Point Guard,2020-2021,Baylor,Jr.,G,6-2,30,158.0,63.0,41.0,420.0,14.0,309.0,51.1,2.1,141.0,44.680851063829785,64.0,64.0625,80.0,2.6666666666666665,165.0,5.5,11.0,0.3666666666666666,57.0,1.9,73.0,2.26,,2.0,989:51,32:59,14.0,66.0
Corey Kispert,2021,14,Shooting Guard/Small Forward,2020-2021,Gonzaga,Sr.,F,6-7,32,209.0,91.0,86.0,595.0,18.6,395.0,52.9,2.84,207.0,44.0,98.0,87.8,159.0,4.96875,58.0,1.8125,14.0,0.4375,29.0,0.90625,42.0,,,,1020:56,,30.0,129.0
Keon Johnson,2021,16,Shooting Guard/Small Forward,2020-2021,Tennessee,Fr.,G,6-5,27,111.0,13.0,71.0,306.0,11.333333333333334,247.0,44.93927125506073,,48.0,27.083333333333332,101.0,70.3,95.0,3.5185185185185186,67.0,2.4814814814814814,12.0,0.4444444444444444,30.0,1.1111111111111112,71.0,,,,,,29.0,66.0
Jalen Johnson,2021,17,Small Forward/Power Forward,2020-2021,Alabama A&M,So.,F,6-7,15,104.0,0.0,40.0,248.0,16.5,185.0,56.2,,63.0,0.0,17.0,235.2941176470588,112.0,7.5,13.0,0.8666666666666667,11.0,0.7333333333333333,9.0,0.6,13.0,,,4.0,,,49.0,38.0
Joshua Primo,2021,19,Shooting Guard,2020-2021,Alabama,Fr.,G,6-6,30,84.0,43.0,33.0,244.0,8.133333333333333,195.0,43.07692307692308,,113.0,38.05309734513274,44.0,75.0,101.0,3.3666666666666667,25.0,0.8333333333333334,9.0,0.3,17.0,0.5666666666666667,41.0,,,,,,31.0,70.0
Miles McBride,2021,20,Point Guard,2020-2021,West Virginia,So.,G,6-2,29,157.0,46.0,100.0,460.0,15.9,364.0,43.1,,111.0,41.44144144144144,123.0,81.3,113.0,3.896551724137931,140.0,4.8,9.0,0.3103448275862069,55.0,1.9,53.0,2.64,,,991:02,34:10,34.0,79.0
Nah'Shon Hyland,2021,21,Point Guard/Shooting Guard,2020-2021,VCU,So.,G,6-3,24,152.0,69.0,94.0,467.0,19.5,340.0,44.7,2.88,186.0,37.1,109.0,86.2,113.0,4.54,50.0,2.0833333333333335,4.0,0.1666666666666666,45.0,1.88,74.0,,,3.0,,,4.0,109.0
Chris Duarte,2021,22,Shooting Guard,2020-2021,Oregon,Sr.,G,6-6,26,160.0,61.0,64.0,445.0,17.1,301.0,53.2,2.35,144.0,42.361111111111114,79.0,81.0126582278481,120.0,4.615384615384615,69.0,2.6538461538461537,21.0,0.81,49.0,1.88,59.0,,,,884:43,34:01,19.0,101.0
Cameron Thomas,2021,23,Shooting Guard,2020-2021,LSU,Fr.,G,6-4,29,203.0,68.0,194.0,668.0,23.0,500.0,40.6,2.34,209.0,32.535885167464116,220.0,88.2,98.0,3.3793103448275863,42.0,1.4482758620689655,6.0,0.2068965517241379,25.0,0.8620689655172413,49.0,,,,982:45,33:53,18.0,80.0
Ayo Dosunmu,2021,24,Point Guard/Shooting Guard,2020-2021,Illinois,Jr.,G,6-5,28,210.0,32.0,112.0,564.0,20.1,430.0,48.8,,82.0,39.02439024390244,143.0,78.3,177.0,6.3,147.0,5.3,6.0,0.2142857142857142,31.0,1.1071428571428572,93.0,1.58,2.0,6.0,983:40,35:07,31.0,146.0
Jared Butler,2021,25,Point Guard/Shooting Guard,2020-2021,Baylor,Jr.,G,6-3,30,177.0,77.0,71.0,502.0,16.7,376.0,47.1,2.57,185.0,41.6,91.0,78.02197802197803,99.0,3.3,144.0,4.8,11.0,0.3666666666666666,59.0,1.97,85.0,1.69,,,911:29,,13.0,86.0
Jaden Springer,2021,29,Shooting Guard,2020-2021,Tennessee,Fr.,G,6-4,25,106.0,20.0,81.0,313.0,12.52,227.0,46.69603524229075,,46.0,43.47826086956522,100.0,81.0,88.0,3.52,73.0,2.92,11.0,0.44,30.0,1.2,60.0,,,,,,26.0,62.0
Joel Ayayi,2021,30,Point Guard/Shooting Guard,2020-2021,Gonzaga,Jr.,G,6-5,32,149.0,37.0,50.0,385.0,12.03125,259.0,57.52895752895753,,95.0,38.94736842105263,64.0,78.125,220.0,6.9,87.0,2.71875,6.0,0.1875,34.0,1.0625,46.0,,1.0,5.0,999:33,,51.0,169.0
Charles Bassey,2021,31,Power Forward/Center,2020-2021,Western Ky.,Jr.,C,6-11,28,194.0,18.0,88.0,494.0,17.6,329.0,59.0,,59.0,30.508474576271187,116.0,75.9,325.0,11.6,19.0,0.6785714285714286,87.0,3.11,11.0,0.3928571428571428,62.0,,,18.0,851:07,,92.0,233.0
Tre Mann,2021,33,Point Guard,2020-2021,Florida,So.,G,6-5,24,133.0,45.0,74.0,385.0,16.0,290.0,45.9,1.88,112.0,40.17857142857143,89.0,83.1,135.0,4.96,83.0,3.5,3.0,0.125,33.0,1.38,68.0,1.22,,,777:21,32:23,16.0,119.0
Isaiah Jackson,2021,34,Power Forward/Center,2020-2021,Kentucky,Fr.,F,6-10,25,74.0,0.0,63.0,211.0,8.44,137.0,54.01459854014598,,2.0,0.0,90.0,70.0,165.0,6.6,17.0,0.68,65.0,2.6,19.0,0.76,38.0,,,2.0,,,53.0,112.0
Sharife Cooper,2021,35,Point Guard,2020-2021,Auburn,Fr.,G,6-1,12,72.0,13.0,85.0,242.0,20.166666666666668,184.0,39.130434782608695,,57.0,22.80701754385965,103.0,82.52427184466019,51.0,4.25,97.0,8.083333333333334,3.0,0.25,12.0,1.0,50.0,,,3.0,,,8.0,43.0
Jason Preston,2021,36,Point Guard,2020-2021,Ohio,Jr.,G,6-3,20,127.0,32.0,28.0,314.0,15.7,247.0,51.4,,82.0,39.02439024390244,47.0,59.57446808510638,145.0,7.3,145.0,7.3,5.0,0.25,29.0,1.45,60.0,2.42,1.0,5.0,690:33,34:31,21.0,124.0
Quentin Grimes,2021,37,Shooting Guard,2020-2021,Houston,Jr.,G,6-5,30,173.0,100.0,89.0,535.0,17.8,426.0,40.6,3.33,248.0,40.3,113.0,78.8,171.0,5.7,59.0,1.9666666666666663,9.0,0.3,42.0,1.4,55.0,,,,983:00,32:46,48.0,123.0
Greg Brown,2021,38,Small Forward/Power Forward,2020-2021,Texas,Fr.,F,6-9,26,81.0,30.0,51.0,243.0,9.346153846153848,193.0,41.968911917098445,,91.0,32.967032967032964,72.0,70.83333333333333,161.0,6.2,10.0,0.3846153846153846,26.0,1.0,15.0,0.5769230769230769,60.0,,,4.0,,,31.0,130.0
JT Thor,2021,39,Power Forward/Center,2020-2021,Auburn,Fr.,F,6-10,27,84.0,22.0,63.0,253.0,9.37037037037037,191.0,43.97905759162304,,74.0,29.72972972972973,85.0,74.11764705882354,136.0,5.037037037037037,23.0,0.8518518518518519,37.0,1.37,22.0,0.8148148148148148,42.0,,,,,,44.0,92.0
Aaron Wiggins,2021,40,Shooting Guard,2020-2021,Maryland,Jr.,G,6-6,31,165.0,57.0,61.0,448.0,14.5,370.0,44.6,1.84,160.0,35.625,79.0,77.21518987341773,181.0,4.71,79.0,2.5483870967741935,17.0,0.5483870967741935,35.0,1.1290322580645162,61.0,,,5.0,1022:49,32:59,35.0,146.0
Herbert Jones,2021,41,Shooting Guard/Small Forward,2020-2021,Alabama,Sr.,G,6-7,33,129.0,20.0,92.0,370.0,11.212121212121213,289.0,44.63667820069204,,57.0,35.08771929824562,129.0,71.3,217.0,6.6,108.0,3.3,37.0,1.12,57.0,1.73,93.0,1.16,,4.0,902:24,,82.0,135.0
Moses Wright,2021,43,Power Forward/Center,2020-2021,Georgia Tech,Sr.,F,6-9,25,175.0,12.0,73.0,435.0,17.4,329.0,53.2,,29.0,41.37931034482759,111.0,65.76576576576576,201.0,8.0,57.0,2.28,41.0,1.64,37.0,1.48,41.0,,,7.0,883:28,35:20,79.0,122.0
Jeremiah Robinson-Earl,2021,44,Power Forward,2020-2021,Villanova,So.,F,6-9,25,155.0,23.0,60.0,393.0,15.7,312.0,49.7,,82.0,28.048780487804876,84.0,71.42857142857143,212.0,8.5,55.0,2.2,16.0,0.64,24.0,0.96,41.0,,,7.0,861:51,34:28,62.0,150.0
Jericho Sims,2021,45,Power Forward/Center,2020-2021,Texas,Sr.,F,6-10,26,94.0,0.0,52.0,240.0,9.23076923076923,135.0,69.62962962962963,,0.0,,100.0,52.0,188.0,7.2,17.0,0.6538461538461539,28.0,1.08,19.0,0.7307692307692307,42.0,,,5.0,,,56.0,132.0
Neemias Queta,2021,46,Center,2020-2021,Utah St.,Jr.,C,7-0,29,167.0,0.0,99.0,433.0,14.9,299.0,55.9,,2.0,0.0,140.0,70.7,294.0,10.1,77.0,2.6551724137931036,97.0,3.34,31.0,1.0689655172413792,69.0,,,16.0,870:25,,83.0,211.0
Joe Wieskamp,2021,48,Shooting Guard/Small Forward,2020-2021,Iowa,Jr.,G,6-6,31,161.0,73.0,65.0,460.0,14.8,328.0,49.1,2.35,158.0,46.20253164556962,96.0,67.70833333333333,206.0,6.6,53.0,1.7096774193548387,10.0,0.3225806451612903,29.0,0.935483870967742,43.0,,,4.0,906:43,,37.0,169.0
Isaiah Livers,2021,49,Small Forward/Power Forward,2020-2021,Michigan,Sr.,F,6-7,23,102.0,50.0,47.0,301.0,13.08695652173913,223.0,45.73991031390135,2.17,116.0,43.10344827586207,54.0,87.03703703703704,138.0,6.0,46.0,2.0,17.0,0.7391304347826086,13.0,0.5652173913043478,26.0,,,2.0,,,25.0,113.0
David Duke,2021,51,Point Guard/Shooting Guard,2020-2021,Providence,Jr.,G,6-5,26,144.0,51.0,99.0,438.0,16.8,372.0,38.7,1.96,131.0,38.93129770992366,125.0,79.2,165.0,6.3,124.0,4.8,7.0,0.2692307692307692,31.0,1.1923076923076923,82.0,1.51,,4.0,963:59,37:04,26.0,139.0
Day'Ron Sharpe,2021,53,Power Forward/Center,2020-2021,North Carolina,Fr.,F,6-10,29,112.0,0.0,51.0,275.0,9.482758620689657,216.0,51.851851851851855,,2.0,0.0,101.0,50.495049504950494,220.0,7.6,42.0,1.4482758620689655,26.0,0.9,23.0,0.7931034482758621,57.0,,,6.0,,,98.0,122.0
Aaron Henry,2021,54,Shooting Guard/Small Forward,2020-2021,Michigan St.,Jr.,F,6-6,28,163.0,24.0,80.0,430.0,15.4,363.0,44.9,,81.0,29.62962962962963,105.0,76.2,158.0,5.642857142857143,101.0,3.6,36.0,1.29,37.0,1.32,80.0,1.26,,,911:17,32:32,39.0,119.0
Justin Champagnie,2021,58,Small Forward,2020-2021,Pittsburgh,So.,F,6-6,20,134.0,23.0,69.0,360.0,18.0,281.0,47.7,,74.0,31.08108108108108,97.0,71.1,221.0,11.1,31.0,1.55,25.0,1.25,24.0,1.2,30.0,,,14.0,686:49,34:20,67.0,154.0
Kessler Edwards,2021,61,Power Forward,2020-2021,Pepperdine,Jr.,F,6-8,27,164.0,45.0,92.0,465.0,17.2,334.0,49.1,,119.0,37.81512605042017,105.0,87.6,184.0,6.8,33.0,1.2222222222222223,33.0,1.22,27.0,1.0,49.0,,,5.0,916:17,33:56,33.0,151.0
Duane Washington Jr.,2021,62,Point Guard/Shooting Guard,2020-2021,Ohio St.,Jr.,G,6-3,31,171.0,89.0,76.0,507.0,16.4,417.0,41.0,2.87,238.0,37.4,91.0,83.51648351648352,105.0,3.3870967741935485,90.0,2.903225806451613,1.0,0.032258064516129,13.0,0.4193548387096774,67.0,,,,995:20,32:06,5.0,100.0
Mac McClung,2021,64,Point Guard/Shooting Guard,2020-2021,Texas Tech,Jr.,G,6-2,29,148.0,47.0,107.0,450.0,15.5,353.0,41.9,,137.0,34.306569343065696,135.0,79.3,78.0,2.689655172413793,62.0,2.1379310344827585,9.0,0.3103448275862069,24.0,0.8275862068965517,54.0,,,,882:49,,12.0,66.0
Sam Hauser,2021,66,Small Forward,2020-2021,Virginia,Sr.,F,6-8,25,147.0,63.0,43.0,400.0,16.0,292.0,50.3,2.52,151.0,41.7,48.0,89.58333333333333,170.0,6.8,45.0,1.8,10.0,0.4,14.0,0.56,26.0,,,3.0,854:53,34:11,21.0,149.0
Marcus Garrett,2021,68,Point Guard/Shooting Guard,2020-2021,Kansas,Sr.,G,6-5,29,5.0,0.0,5.0,15.0,0.5172413793103449,15.0,33.333333333333336,,6.0,0.0,6.0,83.33333333333333,21.0,0.7241379310344828,106.0,3.7,1.0,0.0344827586206896,47.0,1.62,56.0,1.89,,2.0,952:16,32:50,1.0,20.0
Sandro Mamukelashvili,2021,72,Power Forward,2020-2021,Seton Hall,Sr.,F,6-11,27,168.0,42.0,95.0,473.0,17.5,387.0,43.4,,125.0,33.6,133.0,71.4,204.0,7.6,87.0,3.2,15.0,0.5555555555555556,29.0,1.0740740740740742,89.0,0.98,,7.0,960:54,35:35,50.0,154.0
Luka Garza,2021,73,Center,2020-2021,Iowa,Sr.,C,6-11,31,281.0,44.0,141.0,747.0,24.1,508.0,55.3,,100.0,44.0,199.0,70.9,271.0,8.7,54.0,1.7419354838709675,50.0,1.61,21.0,0.6774193548387096,47.0,,,13.0,975:30,,93.0,178.0
McKinley Wright,2021,74,Point Guard,2020-2021,Colorado,Sr.,G,6-0,32,178.0,28.0,103.0,487.0,15.2,371.0,48.0,,93.0,30.107526881720432,122.0,84.4,139.0,4.34375,182.0,5.7,9.0,0.28125,34.0,1.0625,68.0,2.68,,4.0,1041:40,32:33,27.0,112.0
Carlik Jones,2021,75,Point Guard,2020-2021,Louisville,Sr.,G,6-0,19,113.0,18.0,75.0,319.0,16.8,281.0,40.2,,56.0,32.142857142857146,92.0,81.5,94.0,4.947368421052632,85.0,4.5,2.0,0.1052631578947368,26.0,1.37,39.0,2.18,,2.0,713:25,37:32,14.0,80.0
Austin Reaves,2021,77,Point Guard/Shooting Guard,2020-2021,Oklahoma,Jr.,G,6-5,25,139.0,32.0,147.0,457.0,18.3,314.0,44.3,,105.0,30.47619047619047,170.0,86.5,137.0,4.64,116.0,4.6,8.0,0.32,23.0,0.92,75.0,1.55,,,864:10,34:34,21.0,116.0
Scottie Lewis,2021,78,Shooting Guard/Small Forward,2020-2021,Florida,So.,G,6-5,21,57.0,14.0,37.0,165.0,7.857142857142857,128.0,44.53125,,44.0,31.818181818181817,55.0,67.27272727272727,65.0,3.0952380952380953,31.0,1.4761904761904765,22.0,1.05,33.0,1.57,39.0,,,,,,17.0,48.0
Yves Pons,2021,79,Power Forward/Center,2020-2021,Tennessee,Sr.,F,6-6,26,90.0,17.0,30.0,227.0,8.73076923076923,193.0,46.63212435233161,,62.0,27.419354838709676,38.0,78.94736842105263,138.0,5.3076923076923075,19.0,0.7307692307692307,47.0,1.81,17.0,0.6538461538461539,27.0,,,,,,42.0,96.0
Trendon Watford,2021,80,Small Forward/Power Forward,2020-2021,LSU,So.,F,6-7,28,170.0,18.0,99.0,457.0,16.3,354.0,48.0,,57.0,31.57894736842105,152.0,65.13157894736842,207.0,7.4,82.0,2.9285714285714284,17.0,0.6071428571428571,31.0,1.1071428571428572,74.0,,,6.0,969:22,34:37,47.0,160.0
Olivier Sarr,2021,81,Center,2020-2021,Kentucky,Sr.,F,7-0,25,93.0,12.0,72.0,270.0,10.8,198.0,46.96969696969697,,27.0,44.44444444444444,91.0,79.1,130.0,2.08,32.0,1.28,30.0,1.2,10.0,0.4,51.0,,,3.0,,,52.0,78.0
Matthew Hurt,2021,83,Small Forward/Power Forward,2020-2021,Duke,So.,F,6-9,24,164.0,56.0,55.0,439.0,18.3,295.0,55.6,2.33,126.0,44.44444444444444,76.0,72.36842105263158,149.0,6.2,34.0,1.4166666666666667,16.0,0.6666666666666666,18.0,0.75,28.0,,,3.0,782:41,32:36,36.0,113.0
DeJon Jarreau,2021,85,Point Guard,2020-2021,Houston,Sr.,G,6-5,31,117.0,31.0,64.0,329.0,10.612903225806452,271.0,43.17343173431734,,90.0,34.44444444444444,91.0,70.32967032967034,166.0,5.354838709677419,133.0,4.3,17.0,0.5483870967741935,39.0,1.26,74.0,1.8,1.0,2.0,875:00,,39.0,127.0
Dalano Banton,2021,88,Point Guard/Shooting Guard,2020-2021,Nebraska,So.,G,6-9,27,90.0,20.0,58.0,258.0,9.555555555555555,219.0,41.0958904109589,,81.0,24.69135802469136,88.0,65.9090909090909,159.0,4.89,105.0,3.9,25.0,0.93,26.0,0.9629629629629628,67.0,1.57,1.0,,,,27.0,132.0
Feron Hunt,2021,89,Small Forward,2020-2021,SMU,Jr.,F,6-8,16,70.0,5.0,33.0,178.0,11.125,125.0,56.0,,25.0,20.0,45.0,73.33333333333333,127.0,7.9,10.0,0.625,14.0,0.88,17.0,1.0625,29.0,,,5.0,,,33.0,94.0
Jose Alvarado,2021,90,Point Guard,2020-2021,Georgia Tech,Sr.,G,6-0,26,141.0,46.0,67.0,395.0,15.2,280.0,50.4,,118.0,38.983050847457626,80.0,83.8,90.0,3.4615384615384617,106.0,4.1,1.0,0.0384615384615384,74.0,2.85,53.0,2.0,,,964:32,37:05,19.0,71.0
Jamorko Pickett,2021,93,Small Forward,2020-2021,Georgetown,Sr.,F,6-7,26,105.0,41.0,67.0,318.0,12.23076923076923,273.0,38.46153846153846,,110.0,37.27272727272727,81.0,82.7,186.0,7.2,54.0,2.076923076923077,15.0,0.5769230769230769,27.0,1.0384615384615383,65.0,,,4.0,901:18,34:39,28.0,158.0
Javonte Smart,2021,97,Point Guard/Shooting Guard,2020-2021,LSU,Jr.,G,6-4,28,162.0,70.0,54.0,448.0,16.0,352.0,46.0,2.5,174.0,40.2,63.0,85.71428571428571,103.0,3.678571428571429,111.0,4.0,3.0,0.1071428571428571,35.0,1.25,73.0,1.52,,,995:33,35:33,8.0,95.0
Jabari Smith,2022,1,Power Forward,2021-2022,Auburn Tigers,Fr.,F,6-10,34,183.0,79.0,131.0,576.0,16.9,427.0,42.9,2.3,188.0,42.0,164.0,79.9,252.0,7.4,68.0,2.0,35.0,1.0,37.0,1.1,63.0,,,,,,32.0,220.0
Jaden Ivey,2022,2,Point Guard/Shooting Guard,2021-2022,Purdue Boilermakers,So.,G,6-4,36,203.0,64.0,154.0,624.0,17.3,441.0,46.0,1.8,179.0,35.8,207.0,74.4,176.0,4.9,110.0,3.1,20.0,0.6,33.0,0.9,94.0,,,,,,24.0,152.0
Paolo Banchero,2022,3,Power Forward/Center,2021-2022,Duke Blue Devils,Fr.,F,6-10,39,245.0,44.0,137.0,671.0,17.2,513.0,47.8,1.1,130.0,33.8,188.0,72.9,304.0,7.8,124.0,3.2,36.0,0.9,41.0,1.1,92.0,,,,,,68.0,236.0
Chet Holmgren,2022,4,Power Forward/Center,2021-2022,Gonzaga Bulldogs,Fr.,F,7-0,32,170.0,41.0,71.0,452.0,14.1,280.0,60.7,1.3,105.0,39.0,99.0,71.7,317.0,9.9,61.0,1.9,117.0,3.7,26.0,0.8,61.0,,,,,,57.0,260.0
Bennedict Mathurin,2022,5,Shooting Guard/Small Forward,2021-2022,Arizona Wildcats,So.,G,6-6,37,218.0,83.0,136.0,655.0,17.7,484.0,45.0,2.2,225.0,36.9,178.0,76.4,208.0,5.6,94.0,2.5,10.0,0.3,36.0,1.0,66.0,,,,,,51.0,157.0
Keegan Murray,2022,6,Small Forward/Power Forward,2021-2022,Iowa Hawkeyes,So.,F,6-8,35,307.0,66.0,142.0,822.0,23.5,554.0,55.4,1.9,166.0,39.8,190.0,74.7,303.0,8.7,52.0,1.5,68.0,1.9,45.0,1.3,39.0,,,,,,100.0,203.0
AJ Griffin,2022,7,Small Forward,2021-2022,Duke Blue Devils,Fr.,F,6-6,39,146.0,71.0,42.0,405.0,10.4,296.0,49.3,1.8,159.0,44.7,53.0,79.2,152.0,3.9,38.0,1.0,22.0,0.6,20.0,0.5,25.0,,,,,,29.0,123.0
Malaki Branham,2022,9,Shooting Guard/Small Forward,2021-2022,Ohio State Buckeyes,Fr.,G,6-5,32,160.0,37.0,80.0,437.0,13.7,321.0,49.8,1.2,89.0,41.6,96.0,83.3,114.0,3.6,64.0,2.0,9.0,0.3,23.0,0.7,54.0,,,,,,25.0,89.0
Shaedon Sharpe,2022,10,Shooting Guard,2021-2022,Northwest University Eagles,Fr.,G,6-5,1,0.0,0.0,1.0,1.0,1.0,6.0,0.0,0.0,0.0,,3.0,33.3,2.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,,,,,,0.0,2.0
Dyson Daniels,2022,11,Shooting Guard/Small Forward,2021-2022,Villanova Wildcats,---,G,6-7,35,122.0,59.0,58.0,361.0,10.3,288.0,42.4,1.7,158.0,37.3,68.0,85.3,134.0,3.8,34.0,1.0,8.0,0.2,24.0,0.7,44.0,,,,,,24.0,110.0
Jeremy Sochan,2022,12,Power Forward,2021-2022,Baylor Bears,Fr.,F,6-9,30,100.0,24.0,53.0,277.0,9.2,211.0,47.4,0.8,81.0,29.6,90.0,58.9,191.0,6.4,53.0,1.8,21.0,0.7,38.0,1.3,47.0,,,,,,59.0,132.0
Mark Williams,2022,13,Center,2021-2022,Duke Blue Devils,So.,C,7-1,39,191.0,0.0,56.0,438.0,11.2,265.0,72.1,0.0,1.0,0.0,77.0,72.7,290.0,7.4,35.0,0.9,110.0,2.8,19.0,0.5,36.0,,,,,,102.0,188.0
Ousmane Dieng,2022,14,Shooting Guard/Small Forward,2021-2022,Molloy Lions,---,G,6-9,1,6.0,0.0,0.0,12.0,12.0,10.0,60.0,0.0,2.0,0.0,0.0,,5.0,5.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,,,,,,2.0,3.0
Max Christie,2022,15,Shooting Guard,2021-2022,Michigan State Spartans,Fr.,G,6-5,35,112.0,39.0,61.0,324.0,9.3,293.0,38.2,1.1,123.0,31.7,74.0,82.4,121.0,3.5,51.0,1.5,17.0,0.5,18.0,0.5,52.0,,,,,,30.0,91.0
Jalen Duren,2022,16,Power Forward/Center,2021-2022,Memphis Tigers,Fr.,F,6-11,29,141.0,0.0,65.0,347.0,12.0,236.0,59.7,0.0,1.0,0.0,104.0,62.5,236.0,8.1,37.0,1.3,61.0,2.1,24.0,0.8,65.0,,,,,,86.0,150.0
Ochai Agbaji,2022,17,Shooting Guard,2021-2022,Kansas Jayhawks,Sr.,G,6-6,39,258.0,103.0,113.0,732.0,18.8,543.0,47.5,2.6,252.0,40.9,152.0,74.3,197.0,5.1,62.0,1.6,22.0,0.6,36.0,0.9,80.0,,,,,,32.0,165.0
Blake Wesley,2022,18,Point Guard/Shooting Guard,2021-2022,Notre Dame Fighting Irish,Fr.,G,6-4,35,178.0,54.0,94.0,504.0,14.4,441.0,40.4,1.5,178.0,30.3,143.0,65.7,129.0,3.7,84.0,2.4,2.0,0.1,44.0,1.3,77.0,,,,,,24.0,105.0
